file_name;classes;text;bow_preproc;gboed_preproc;gboed_freq_class;gboed_dist_class
1862772.txt;concedido;"Boa tarde,  Em resposta ao pedido de informação No 00075.000109/2016-49, a Diretoria de Gestão Interna afirmou que o cargo de Auditor de Finanças e Controle (AFC) ""é único, não possuindo subdivisão em especialidades ou áreas, conforme definido pela Lei no 11.890, de 24 de dezembro de 2008"".  Contudo, no concurso público realizado em 2012, data posterior à da supracitada lei, foram realizadas provas distintas para as seguintes Áreas de Atuação: Administrativa, Correição, Comunicação Social, Auditoria e Fiscalização (Infraestrutura ou Geral), Tecnologia da Informação (Sistemas ou Infraestrutura) e Prevenção e Ouvidoria.  Gostaria de saber se tal divisão realmente foi extinta, posteriormente ao certame de 2012, ou se pode ter havido algum equívoco na informação prestada no referido pedido.  Caso a divisão ainda exista, mesmo se tratando de medida administrativa não explicitada na denominação legal do cargo, o conhecimento dos quantitativos específicos para cada uma das Áreas é imperativa ao preparo adequado dos candidatos ao cargo de AFC, posto que as provas passadas exigiram conhecimentos distintos para cada uma delas.  Desta forma, e em caso afirmativo ao questionamento anterior, gostaria de saber também o quantitativo de vagas por Área de Atuação.  Desde já, agradeço.";boa tard respost ped diretor gesta intern afirm carg auditor financ control afc unic possu are defin lei dezembr concurs public realiz dat posterior lei for prov distint seguint are atuaca correica social auditor geral sistem prevenca ouvidor gost sab divisa foi extint certam pod ter hav equivoc prest refer ped divisa exist trat med legal carg are prepar adequ carg afc prov pass exig distint form anterior gost sab vag are atuaca agradec;boa tarde em <resposta><PT> ao <pedidos><PT> no 00075 000109 2016 49 a diretoria de gestão interna afirmou que o <cargos efetivos><PT> de auditor de finanças e controle <auditor federal de finanças e controle><PT>    é único não possuindo subdivisão em especialidades ou <cadastro><PT> conforme definido pela lei no 11 890 de 24 de dezembro de 2008    . contudo no <concurso><PT> realizado em 2012 <data de atualização><PT> posterior à da supracitada lei foram realizadas <extratos bancários><NT> distintas para as seguintes <cadastro><PT> de atuação administrativa <comissão de sindicância><NT> comunicação social auditoria e fiscalização infraestrutura ou geral tecnologia da informação <e sic><PT> ou infraestrutura e prevenção e <ouvidoria><PT> . <gostaria><DT> de <saber><DT> se tal divisão realmente foi extinta posteriormente ao certame de 2012 ou se pode ter havido algum equívoco na informação prestada no referido <pedidos><PT> . caso a divisão ainda exista mesmo se tratando de <multas><PT> administrativa não explicitada na denominação <norma><PT> do <cargos efetivos><PT> o conhecimento dos quantitativos específicos para cada uma <cargos efetivos><PT> <cadastro><PT> é imperativa ao preparo adequado dos candidatos ao <cargos efetivos><PT> de <auditor federal de finanças e controle><PT> posto que as <extratos bancários><NT> passadas exigiram conhecimentos distintos para cada uma delas . desta <formato digital><PT> e em caso afirmativo ao questionamento anterior <gostaria><DT> de <saber><DT> também o <quantidade><PT> de <vagas><PT> por <cadastro><PT> de atuação . desde já agradeço .;concedido;concedido
1838859.txt;concedido;Boa tarde, Solicito, por gentileza, os dados avulsos de cada órgão ESTADUAL que participou d Projeto Coleta OGU 2013 e 2014- Relatório de Pesquisa. Ou seja, as respostas de cada ouvidoria ESTADUAL participante da pesquisa separadamente. Desde já obrigada ;boa tard solicit gentil dad avuls orga estadual projet colet ogu relatori pesquis respost ouvidor estadual pesquis obrig;boa tarde <solicito><DT> por gentileza os dados avulsos de cada <órgãos><PT> estadual que participou d projeto coleta ogu 2013 e 2014  relatório de pesquisa . ou seja as <resposta><PT> de cada <ouvidoria><PT> estadual participante da pesquisa separadamente . desde já obrigada .;concedido;concedido
1716668.txt;concedido;Moro numa cidade rural que tem trinta e duas comunidades avançadas e uma sede, totalizando em média uns 18.000, (dezoito mil habitantes)... As comunidades são compostas por camponeses de renda baixa e suas produções na roça é apenas de subsistência Município vive do FPM, ( FUNDO DE PARTICIPAÇÃO MUNICIPAL)...A única fonte geradora de empregos e impostos é a prefeitura que conta com mais ou menos 1500, mil e quinhentos funcionários entre contratados, cargos de confiança e efetivados. O município tem um  IDH abaixo da média nacional e é considerado” abaixo da linha de pobreza”.  E o povo da roça é semianalfabeto na sua maioria... Pois bem o Município não tem outra arrecadação a não ser o FPM, e a transparência municipal é nula. A câmara que teria fiscalizar e tornar este processo de aplicação do recurso público transparente não o faz... É omissa e trabalha contra população. Portanto gostaria de receber mais cartilhas para distribui-las com as associações e as cooperativa local, na tentativa de instrui-los para que aprendam de forma definitiva a cobrar com  mais eficiência na aplicação do recurso público e consequentemente desenvolver o município com sustentabilidade, permitindo a todos o conhecimento da causa pública e como agir em determinados casos, principalmente na questão da transparência da destinação do recurso público.;mor cidad rural tem avanc sed med sao compost rend baix produco roc municipi viv fpm fund municipal unic font gerador empreg impost cont carg confianc municipi tem idh med nacional linh pobrez pov roc maior municipi tem ser fpm municipal nul cam ter torn process aplicaca recurs public faz omiss trabalh populaca gost receb cartilh distribu las local tentat instru los aprend form cobr aplicaca recurs public municipi caus public agir cas questa recurs public;moro numa cidade rural que tem trinta e duas comunidades avançadas e uma <locação de imóveis><PT> totalizando em média uns 18 000 dezoito mil habitantes     as comunidades são compostas por camponeses de renda baixa e suas produções na roça é apenas de subsistência município vive do fpm fundo de participação municipal     a única fonte geradora de empregos e impostos é a prefeitura que conta com mais ou menos 1500 mil e quinhentos <servidores><PT> entre contratados <cargos efetivos><PT> de confiança e efetivados . o município tem um idh abaixo da média nacional e é considerado ” abaixo da linha de pobreza ” . e o povo da roça é semianalfabeto na sua maioria     pois bem o município não tem outra arrecadação a não ser o fpm e a transparência municipal é nula . a câmara que teria fiscalizar e tornar este processo de aplicação do <recursos federais><PT> transparente não o faz     é omissa e trabalha contra população . portanto <gostaria><DT> de receber mais <cartilhas><PT> para distribui las com as associações e as cooperativa local na tentativa de instrui los para que aprendam de <formato digital><PT> definitiva a cobrar com mais eficiência na aplicação do <recursos federais><PT> e consequentemente desenvolver o município com sustentabilidade permitindo a todos o conhecimento da causa pública e como agir em determinados casos principalmente na questão da transparência da destinação do <recursos federais><PT> .;concedido;concedido
1793992.txt;concedido;Boa tarde prezados,  Solicito informações sobre a disponibilidade de técnico (s) da CGU para realização de palestra (s) em um seminário de prestação de contas (convênios federais) que pretendemos realizar. Se houver a disponibilidade quais as medidas a serem tomadas.  Grato.   att.  Thiago Angelo ;boa tard prez solicit tecnic cgu palestr seminari prestaca cont conveni feder realiz houv med ser tom grat att thiag angel;boa tarde prezados <solicito><DT> informações sobre a disponibilidade de técnico s da cgu para realização de palestra s em um seminário de prestação de contas <convênio><PT> federais que pretendemos realizar . se houver a disponibilidade <qual><DT> as <multas><PT> a serem tomadas . grato . att . thiago angelo .;concedido;concedido
1744971.txt;concedido;Solicito, para fins educacionais, da Unidade Gestora Executora: 110174 - Diretoria de Gestão Interna/SE/CGU, planilha contendo: Programas de Trabalho Resumido (PTRes) com o correspondente Programa de Trabalho (PT), e Planos Internos (PI) detalhado, utilizados em 2015.;solicit fins unidad gestor executor diretor gesta planilh cont program trabalh resum ptres program trabalh plan intern detalh;<solicito><DT> para fins educacionais da unidade gestora executora 110174 diretoria de gestão interna se cgu planilha contendo <programas de trabalho><PT> resumido ptres com o correspondente <perguntas e respostas><PT> de trabalho pt e planos internos pi detalhado utilizados em 2015 .;concedido;concedido
1838418.txt;concedido;Solicito informações mais detalhadas sobre a motivação do seguinte ato:  Portaria nº 2809, de 19 de dezembro de 2012, Art. 2º, que transforma em definitivas as remoções que anteriormente eram exercícios temporários.;solicit motivaca seguint ato port dezembr art remoco eram;<solicito><DT> informações mais detalhadas sobre a <programas de trabalho><PT> do seguinte ato <norma><PT> nº 2809 de 19 de dezembro de 2012 art . 2º que transforma em definitivas as <banco de permuta><PT> que anteriormente eram exercícios temporários .;concedido;concedido
1825204.txt;concedido;Desejo ter acesso à decisão que declarou a MENDES JÚNIOR TRADING E ENGENHARIA S/A (MJTE), CNPJ nº 19.394.808/0001- 29, inapta para novos contratos com a Administração Pública.  Processo nº 00190.025826/201403. ;desej ter acess decisa declar mend junior trading sa mjte cnpj inapt nov contrat public process;<desejo saber><DT> ter <acesso><DT> à <decisão><PT> que declarou a mendes júnior trading e engenharia s a mjte cnpj nº 19 394 808 0001  29 inapta para novos <contrato><PT> com a administração pública . processo nº 00190 025826 201403 .;concedido;concedido
1828067.txt;concedido;QUANTOS ACORDOS DE LENIÊNCIA FOI REALIZADO PELA CGU COM BASE NA LEI 12.846/2013?  CASO NÃO TENHA SIDO REALIZADO NENHUM, HÁ ALGUM ACORDO PARA SER CELEBRADO?  CASO TENHA SIDO CELEBRADO, SOLICITO INFORMAÇÕES DETALHADAS DO PRIMEIRO E ÚLTIMO   ACORDO DE LENIÊNCIA COM BASE NA LEI 12846.  ;acord lenienc foi realiz cgu bas lei tenh sid realiz acord ser celebr tenh sid celebr solicit primeir ultim acord lenienc bas lei;<quanto><DT> <acordo de leniência><NT> foi realizado pela cgu com base na lei 12 846 2013 . caso não tenha sido realizado nenhum <existe><DT> algum acordo para ser celebrado . caso tenha sido celebrado <solicito><DT> informações detalhadas do primeiro e último <acordo de leniência><NT> com base na lei 12846 .;negado;negado
1744932.txt;concedido;Solicito relação dos servidores públicos que gozaram de férias ou licença no mês de janeiro do corrente lotados na CGU;solicit relaca public goz fer licenc mes janeir corrent lot cgu;<solicito><DT> relação dos <profissionais><PT> públicos que gozaram de <servidores><PT> ou <servidores><PT> no mês de janeiro do corrente lotados na cgu .;concedido;concedido
1838027.txt;concedido;"Caros,  Recentemente, encontrei dificuldades em obter informações de um órgão do Governo Federal. Inicialmente, meus pedidos estavam sendo respondidos normalmente, com presteza e precisão. Contudo, frente ao número considerável de pedidos que venho apresentando nas últimas semanas, relativos a informações necessárias para elaboração de trabalho acadêmico, o órgão passou a se negar a apresentar os dados requeridoses. Alega ele que a a apresentação de um grande número de pedidos em um curto espaço de tempo caracteriza um ""pedido desarrazoado. Assim, apresento os seguintes questionamentos:  1 - Há julgados da CGU acerca deste tema?   2 - Em caso positivo, qual é o entendimento da CGU sobre tal situação?  3 - Considerando o alto número de pedidos que realizei e uma eventual carência de pessoal e infra-estrutura do referido órgão do Governo Federal, é possível negociar prazos mais dilatados para a oferta dos pedidos de informação, ao invés da simples negativa da sua disponibilização?  Grato.";car encontr obter orga govern federal ped estav send prestez precisa frent numer ped venh ultim seman relat trabalh academ orga pass neg dad aleg grand numer ped curt espac temp ped apresent seguint julg cgu tem posit cgu situaca alto numer ped realiz eventual carenc pessoal infra estrutur refer orga govern federal possivel negoc praz dilat ofert ped inves simpl negat grat;caros recentemente encontrei dificuldades em obter informações de um <órgãos><PT> do governo federal . inicialmente meus <pedidos><PT> estavam sendo respondidos normalmente com presteza e precisão . contudo frente ao <número><PT> considerável de <pedidos><PT> que venho apresentando nas últimas semanas relativos a informações necessárias para elaboração de <ações><PT> acadêmico o <órgãos><PT> passou a se negar a apresentar os dados requeridoses . alega ele que a a apresentação de um grande <número><PT> de <pedidos><PT> em um curto espaço de tempo caracteriza um    <pedidos><PT> desarrazoado . assim apresento os seguintes questionamentos 1 <existe><DT> julgados da cgu acerca deste <agenda><PT> . 2 em caso positivo <qual><DT> é o entendimento da cgu sobre tal situação . 3 considerando o alto <número><PT> de <pedidos><PT> que realizei e uma eventual carência de pessoal e infra <organograma><PT> do referido <órgãos><PT> do governo federal é possível negociar prazos mais dilatados para a oferta dos <pedidos><PT> de informação ao invés da simples negativa da sua disponibilização . grato .;concedido;concedido
1867242.txt;concedido;Considerando que o Ministério da Transparência, Fiscalização e Controle (antiga CGU) é o órgão fiscalizador dos pedidos de informações, eu gostaria de saber qual é o canal a ser utilizado para abrir e-sics para a Funpresp-exe, tendo em vista que ela não está cadastrada no site http://www.acessoainformacao.gov.br/;control antig cgu orga ped gost sab canal ser utiliz abrir sics funpresp exe tend vist sit http;considerando que o ministério da transparência fiscalização e controle antiga cgu é o <órgãos><PT> fiscalizador dos <pedidos><PT> de informações eu <gostaria><DT> de <saber><DT> <qual><DT> é o <cadastro><PT> a ser utilizado para abrir e sics para a funpresp exe tendo em vista que ela não está cadastrada no site http   www acessoainformacao gov br  .;concedido;concedido
1779700.txt;concedido;Gostaria de saber se há em andamento acordos de leniência com pessoas juridicas baseados na lei 12846/2013, se sim quantos, desses quantos foram finalizados, qual o montante previsto a ser devolvido pelo ente privado nos acordos fechados, se para finalizar o acordo e a empresa ser efetivamente punida é necesário a homologação pelo Tribunal de Contas da União ou é uma simples formalidade a notificação ao Tribunal de Contas sobre os casos encerrados de acordo de leniência com as empresas.;gost sab andament acord lenienc pesso jurid bas lei for montant previst ser devolv ente priv acord fech finaliz acord empres ser pun necesari tribunal cont unia simpl tribunal cont cas acord lenienc empres;<gostaria><DT> de <saber><DT> <existe><DT> em <andamento dessa operação><NT> <acordo de leniência><NT> com pessoas juridicas baseados na lei 12846 2013 se sim <quanto><DT> desses <quanto><DT> foram finalizados <qual><DT> o <valor><PT> previsto a ser devolvido pelo ente privado nos acordos fechados se para finalizar o acordo e a empresa ser efetivamente punida é necesário a homologação pelo tribunal de contas da união ou é uma simples formalidade a notificação ao tribunal de contas sobre os casos encerrados de <acordo de leniência><NT> com as empresas .;negado;negado
1797898.txt;concedido;Por gentileza, solicito o envio do andamento do processo que gerou o Relatório de Demandas Externas – processo de número 00190.028054/2011-19. Obtive acesso a cópia do relatório, mas preciso do andamento processual. Atenciosamente;gentil solicit envi andament process ger relatori demand extern process numer obtiv acess cop relatori precis andament;por gentileza <solicito><DT> o <solicito><DT> do <andamento dessa operação><NT> do processo que gerou o <relatório de demandas externas><NT> – processo de <número><PT> 00190 028054 2011 19 . obtive <acesso><DT> a cópia do relatório mas <preciso de ajuda><DT> do <andamento dessa operação><NT> processual . atenciosamente .;negado;negado
1702312.txt;concedido;Qual a previsao de concursos para a CGU!??;previsa concurs cgu;<qual><DT> a previsao de <concurso><PT> para a cgu . .;concedido;concedido
1786910.txt;concedido;Prezados Senhores,  Venho consultar se os dados e arquivos disponibilizados no e-sic, para estrito atendimento de demandas específicas apresentadas nos moldes da LAI, são disponíveis para acesso público por qualquer usuário da internet, ainda que não cadastrado no portal.  Tal questionamento se justifica porque em consulta corriqueira no 'Google' me deparei com arquivos do sistema e-Sic. E percebi o livre acesso ao sitio: http://www.consultaesic.cgu.gov.br/busca/dados/default.aspx . Considero ser um erro na segurança do portal. Caso não seja, solicito os esclarecimentos com o embasamento legal para divulgação de tais informações.  -- Atenciosamente, Pedro Godois;prez senhor venh consult dad arquiv sic estrit demand mold lai sao acess public usuari internet portal justif consult googl dep arquiv sistem sic perceb livr acess siti http consider ser erro seguranc portal solicit legal pedr godo;prezados senhores venho <consultar><DT> se os dados e arquivos disponibilizados no <e sic><PT> para estrito atendimento de demandas específicas apresentadas nos moldes da lai são disponíveis para <acesso><DT> público por qualquer usuário da internet ainda que não cadastrado no <portal de transparência><PT> . tal questionamento se justifica <por que><DT> <consultar><DT> corriqueira no  google me deparei com arquivos do <e sic><PT> <e sic><PT> . e percebi o livre <acesso><DT> ao sitio http   www consultaesic cgu gov br busca dados default aspx . considero ser um erro na segurança do <portal de transparência><PT> . caso não seja <solicito><DT> os esclarecimentos com o embasamento <norma><PT> para divulgação de tais informações . atenciosamente pedro godois .;concedido;concedido
1711953.txt;concedido;Recentemente foi divulgado por meio de sítios eletrônicos que a CGU poderá abrir o concurso para o cargo de Assistente Social. Solicito informações a respeito de qual a denominação desse cargo no âmbito do CGU? Qual o salário inicial do Assistente Social na CGU? Qual a carga horária de trabalho do Assistente Social na CGU? O assistente social na CGU segue a tabela de remuneração dos analista de finanças e controle?  Grata pela atenção   Luciana de Castro Álvares;foi divulg mei siti cgu pod abrir concurs carg social solicit respeit carg ambit cgu salari inicial social cgu carg hor trabalh social cgu social cgu seg tabel anal financ control grat atenca lucian castr alvar;recentemente foi divulgado por <cadastro><PT> de sítios eletrônicos que a cgu poderá abrir o <concurso><PT> para o <cargos efetivos><PT> de assistente social . <solicito><DT> informações a respeito de <qual><DT> a denominação desse <cargos efetivos><PT> no âmbito do cgu . <qual><DT> o <remuneração><PT> inicial do assistente social na cgu . <qual><DT> a carga horária de <ações><PT> do assistente social na cgu . o assistente social na cgu segue a tabela de <remuneração><PT> dos <auditor federal de finanças e controle><PT> . grata pela atenção luciana de castro álvares .;concedido;concedido
1805911.txt;concedido;Solicito os bons préstimos de Vossa Senhoria no sentido de obter cópia em caráter de urgência do respectivo processo, a saber:  80000.033872/2015-88.  Ademais, segue anexa a procuração bem como do último expediente protocolizado pelo Sr. DERNIVAL DIAS FERREIRA nos autos dos processos em referência.  Atenciosamente, Frederico Lima Jr. OAB/DF 47.851;solicit bons prest senhor sent obter cop carat urgenc process sab seg anex ultim sr dernival dias ferreir aut process freder lim jr oabdf;<solicito><DT> os bons préstimos de vossa senhoria no sentido de obter cópia em caráter de urgência do respectivo processo a <saber><DT> 80000 033872 2015 88 . ademais segue anexa a procuração bem como do último expediente protocolizado pelo sr  dernival <data de atualização><PT> ferreira nos autos dos processos em referência . atenciosamente frederico lima jr  oab df 47 851 .;neutro;neutro
1731994.txt;concedido;Olá,  Solicito à CGU disponibilizar, via e-mail, cópia digitalizada do Processo n° 00.190.031547/2012-17.  Atenciosamente,  Lucas Calvi Akl;ola solicit cgu mail cop process luc calv akl;olá <solicito><DT> à cgu <disponibilizar><DT> via e mail <processo sancionador><NT> n° 00 190 031547 2012 17 . atenciosamente lucas calvi akl .;negado;negado
1809642.txt;concedido;qual o canal adequado para denunciar uma empresa que ganha  todas as licitações de um município sendo que ela não existe no endereço que está cadastrado. é importante dizer que o representante da empresa é amigo da administração municipal.  muito obrigada;canal adequ denunc empres ganh municipi send exist enderec diz empres amig municipal obrig;<qual><DT> o <cadastro><PT> adequado para denunciar uma empresa que ganha todas as licitações de um município sendo que ela não <existe><DT> no <par><NT> que está cadastrado . é importante dizer que o representante da empresa é amigo da administração municipal . muito obrigada .;neutro;concedido
1781321.txt;concedido;Gostaria de receber via email informacoes de verbas enviadas pelo governo federal Para a Prefeitura municipal de Candido Mota estado de São Paulo cep 19880, Durante o ANO de 2015 e 2016 ( valor, data de envio, destino final da verba financeira enviada.);gost receb email verb envi govern federal municipal cand mot estad sao paul cep ano valor dat envi destin final verb envi;<gostaria><DT> de receber via email informacoes de <recursos federais><PT> enviadas pelo governo federal para a prefeitura municipal de candido mota estado de são paulo cep 19880 durante o ano de 2015 e 2016 <valor><PT> <data de atualização><PT> de <solicito><DT> destino final da <recursos federais><PT> financeira enviada .;concedido;concedido
1870477.txt;concedido;Prezados,  Solicito saber o custo financeiro para a Administração (em reais), para efetuar as mudanças necessárias para a alteração da nomenclatura da CGU para MFTC.  Atenciosamente,  Rasman  ;prez solicit sab cust rea efetu mudanc alteraca cgu mftc rasman;prezados <solicito><DT> <saber><DT> o <custos><PT> para a administração em reais para efetuar as mudanças necessárias para a alteração da nomenclatura da cgu para mftc . atenciosamente rasman .;concedido;concedido
1837980.txt;concedido; Íntegra do Relatório da Ação de controle sobre o município de Imperatriz Processo nº 00190.006116/2012-12;integr relatori aca control municipi process;íntegra do <relatório de ação de controle><NT> sobre o município de imperatriz processo nº 00190 006116 2012 12 .;neutro;neutro
1725210.txt;concedido;Prezados,  boa tarde,   Gostaria de um auxílio: Há possibilidade de me encaminharem legislacao da CGU, cartilha, informativo, enfim, tudo que tiverem relacionado à Lei Anticorrupção e mecanismos de integridade (compliance).  Obrigado,;prez boa tard gost auxili cgu cartilh enfim tiv lei obrig;prezados boa tarde <gostaria><DT> de um auxílio <existe><DT> possibilidade de me encaminharem <norma><PT> da cgu <cartilhas><PT> informativo enfim tudo que tiverem <com relação><DT> à lei anticorrupção e mecanismos de integridade compliance . obrigado .;concedido;concedido
1767931.txt;concedido;gostaria de saber se existe algum link onde eu possa simular a aposentadoria, baseada nesta Lei,  ;gost sab exist link poss simul bas lei;<gostaria><DT> de <saber><DT> <existe><DT> algum <link><PT> <aonde><DT> eu possa <simular a aposentadoria><PT> baseada nesta lei .;concedido;concedido
1759126.txt;concedido;Gostaria de tirar algumas dúvidas sobre a portaria 909/15 da CGU. Os artigos 2º e 3º da portaria preveem a elaboração do relatório de perfil e relatório de conformidade do programa de integridade pelas empresas que desejam ser avaliadas. Existe um modelo/layout dos relatórios de perfil e de conformidade que as empresas devem adotar? Quem é o responsável que deve assinar tais relatórios (Presidente, diretoria, comitê,...)? Há alguma exigência das empresas possuírem comitês (p. ex. comitê de auditoria)?;gost tir duv port cgu artig port prev relatori perfil relatori program empres desej ser avali exist perfil empres dev adot dev assin diretor comit exigenc empres possu comit comit auditor;<gostaria><DT> de tirar algumas <dúvidas><DT> sobre a <norma><PT> 909 15 da cgu . os <artigos><PT> 2º e 3º da <norma><PT> preveem a elaboração do <perfil dos solicitantes><PT> e <pró ética><PT> do <perguntas e respostas><PT> de integridade pelas empresas que desejam ser avaliadas . <existe><DT> um modelo layout dos relatórios de <perfil dos solicitantes><PT> e de conformidade que as empresas devem adotar . quem é o responsável que deve assinar tais relatórios presidente diretoria comitê     . <existe><DT> alguma exigência <cargos efetivos><PT> empresas possuírem comitês p  ex . comitê de auditoria .;concedido;concedido
1837620.txt;concedido;Solicito informações sobre o motivo da ausência do Recife na relação de municípios que aderiram ao Programa Brasil Transparente, conforme verificação na planilha atualizada em Fevereiro/2016, no link abaixo.  http://www.cgu.gov.br/assuntos/transparencia-publica/brasil-transparente/adesao/municipios/pe.pdf;solicit motiv ausenc recif relaca ader program brasil planilh link http;<solicito><DT> informações sobre o <fundamentação><PT> da ausência do recife na relação de <municípios><PT> que aderiram ao <programa brasil transparente><PT> conforme verificação na planilha atualizada em fevereiro 2016 no <link><PT> abaixo . http   www cgu gov br assuntos transparencia publica <programa brasil transparente><PT> adesao <municípios><PT> pe <download de dados><PT> .;concedido;concedido
1840434.txt;concedido;Gostaria, por gentileza, de saber se houve participação da CGU no acordo de leniência firmado pela Andrade Gutierrez com o MPF, no âmbito da Operação Lava Jato.    Em caso positivo, é possível ter acesso ao acordo?    Obrigada!;gost gentil sab houv cgu acord lenienc firm andrad gutierrez mpf ambit operaca lav jat posit possivel ter acess acord obrig;<gostaria><DT> por gentileza de <saber><DT> se houve participação da cgu no <acordo de leniência><NT> firmado pela andrade gutierrez com o <polícia federal><NT> no âmbito da <andamento dessa operação><NT> <lava jato><NT> . em caso positivo é possível ter <acesso><DT> ao acordo . obrigada .;negado;negado
1708164.txt;concedido;  Prezados, boa tarde!       Gostaria de saber quais são as atribuições do cargo de analista de finança e controle. bem como sua base legal.     Desde já agradeço.     Cordialmente.           ;prez boa tard gost sab sao carg anal financ control bas legal agradec;prezados boa tarde . <gostaria><DT> de <saber><DT> <qual><DT> são as <auditor federal de finanças e controle><PT> de <auditor federal de finanças e controle><PT> . bem como sua <norma><PT> . desde já agradeço . cordialmente .;concedido;concedido
1830419.txt;concedido;A nova avaliação dos portais da transparências das cidades que ocorrera de  11/04/2016 a 09/05/2016 sera divulgada?Quando?;nov avaliaca port cidad ocorr ser divulg;a nova <valor><PT> dos <portal de transparência><PT> da transparências <cargos efetivos><PT> <municípios><PT> que ocorrera de 11 04 2016 a 09 05 2016 sera divulgada <quando><DT> .;concedido;concedido
1810699.txt;concedido;Gostaria da listagem dos servidores em exercício na unidade estadual da CGU no Rio Grande do Norte(RN);gost listag exercici unidad estadual cgu rio grand nort;<gostaria><DT> da listagem dos <profissionais><PT> em exercício na unidade estadual da cgu no rio grande do norte rn .;concedido;concedido
1812077.txt;concedido;Sou doutor em economia e atualmente estou desenvolvendo uma pesquisa acadêmica, junto com dois professores do CAEN/UFC/CE, sobre corrupção municipal, utilizando um modelo econométrico de contagem, no qual trabalho com diversas variáveis comportamentais, econômicas e políticas relacionadas à atuação do prefeito na gestão dos recursos decorrentes de transferências federais. Estou usando alguns dados dos relatórios do Programa de Fiscalização dos Municípios por meio de Sorteio Público, que são divulgados pelo o site da CGU. Como já disponho de dados do volume de recursos fiscalizados e nº de achados graves e médios, estou no momento precisando do nº de ordem de serviços por municípios fiscalizado do período de 2003 a 2012, discriminado por  programas/áreas. Portanto, agradeço antecipadamente todo esforço que for feito para a construção dessa base de dados e o seu posterior encaminhamento para mim, preferencialmente em planilha excel. ;sou doutor econom estou pesquis academ junt corrupca municipal model contag trabalh divers variav polit atuaca prefeit gesta recurs feder estou usand dad program mei sortei public sao sit cgu disponh dad volum recurs achad grav medi estou moment ordem servic period agradec esforc for feit bas dad posterior planilh excel;sou doutor em economia e atualmente estou desenvolvendo uma pesquisa acadêmica junto com dois professores do caen ufc ce sobre corrupção municipal utilizando um modelo econométrico de contagem no <qual><DT> <ações><PT> com diversas variáveis comportamentais econômicas e políticas relacionadas à atuação do prefeito na gestão dos recursos decorrentes de <transferência><PT> . estou usando alguns dados dos relatórios do <programa de fiscalização><PT> por <cadastro><PT> de sorteio público que são divulgados pelo o site da cgu . como já disponho de dados do volume de recursos fiscalizados e nº de achados graves e médios estou no momento precisando do nº de <relatório de demandas externas><NT> por <municípios><PT> fiscalizado do período de 2003 a 2012 discriminado por programas <cadastro><PT> . portanto agradeço antecipadamente todo esforço que for feito para a construção dessa base de dados e o seu posterior encaminhamento para mim preferencialmente em planilha excel .;concedido;concedido
1744523.txt;concedido;Boa tarde,   Gostaria de saber se já existe ou está em desenvolvimento uma api para consulta do site Portal da transparencia ( http://www.portaltransparencia.gov.br/ ).  Gostaria de acessar via api os dados dos valores gastos que é possível via consulta no site.   Estou desenvolvendo uma aplicação que precisa desses dados e como eles são públicos nao vejo problema em ter uma api disponível.  Att.;boa tard gost sab exist api consult sit portal http gost acess api dad valor gast possivel consult sit estou aplicaca precis dad sao public vej problem ter api att;boa tarde <gostaria><DT> de <saber><DT> <existe><DT> <existe><DT> ou está em desenvolvimento uma api para <consultar><DT> do site <portal de transparência><PT> da transparencia http   www portaltransparencia gov br  . <gostaria><DT> de acessar via api os dados dos <valor><PT> <gasto><PT> que é possível via <consultar><DT> no site . estou desenvolvendo uma aplicação que precisa desses dados e como eles são públicos nao vejo problema em ter uma api disponível . att .;concedido;concedido
1879314.txt;concedido; Gostaria de saber quais das seguintes ações a CGU está promovendo em face de condutas apuradas na Lava Jato:  - Processos administrativos de responsabilização  - Processos administrativos disciplinares  - Acordos de Leniência  Sobre essas ações, gostaria de saber:  - Empresas e pessoas envolvidas  - Posicionamento das ações  - Prazo de conclusão das ações  - Quais as áreas da CGU envolvidas nas ações da Lava Jato e seu respectivo papel;gost sab seguint aco cgu fac condut apur lav jat process process acord lenienc aco gost sab empres pesso aco praz conclusa aco are cgu aco lav jat papel;<gostaria><DT> de <saber><DT> <qual><DT> <cargos efetivos><PT> seguintes <ações><PT> a cgu está promovendo em face de condutas apuradas na <lava jato><NT> <processos administrativos de responsabilização><NT> processos administrativos disciplinares <acordo de leniência><NT> sobre essas <ações><PT> <gostaria><DT> de <saber><DT> empresas e pessoas envolvidas <decisão><PT> <cargos efetivos><PT> <ações><PT> <prorrogação de prazo><PT> de <decisão><PT> <cargos efetivos><PT> <ações><PT> <qual><DT> as <cadastro><PT> da cgu envolvidas nas <ações><PT> da <lava jato><NT> e seu respectivo <cadastro><PT> .;concedido;negado
1803087.txt;concedido;A solicitação se dá, em razão de ser servidor público federal, lotado na FUNASA em Minas Gerais, e desejar conhecer o inteiro teor dos apontamentos feitos pela CGU, relativamente à última auditoria feita no âmbito da Superintendência Estadual da FUNASA, em Minas Gerais. ;raza ser servidor public federal lot funas min ger desej conhec inteir teor feit cgu ultim auditor feit ambit estadual funas min ger;a <solicito><DT> se dá em razão de ser <servidores><PT> público federal lotado na funasa em minas gerais e desejar <conhecer><DT> o <processo sancionador><NT> dos <decisão><PT> feitos pela cgu relativamente à última auditoria feita no âmbito da superintendência estadual da funasa em minas gerais .;concedido;negado
